iter	Logloss
443	0.2393834636
444	0.2393494918
445	0.2393181978
446	0.2392768549
447	0.2392427748
448	0.23921824
449	0.2391783746
450	0.2391598546
451	0.239115308
452	0.239082344
453	0.2390329827
454	0.2389932315
455	0.238969577
456	0.2389380383
457	0.2388958849
458	0.2388609317
459	0.2388256981
460	0.2387762242
461	0.2387579662
462	0.2387324631
463	0.238686214
464	0.2386579043
465	0.2386378597
466	0.2386147397
467	0.2385743038
468	0.2385454492
469	0.2385099815
470	0.2384802836
471	0.2384456834
472	0.238411366
473	0.2383752442
474	0.2383592119
475	0.2383177824
476	0.2382669355
477	0.2382217474
478	0.238197984
479	0.2381424079
480	0.2381040447
481	0.2380571334
482	0.2380118498
483	0.2379819608
484	0.2379304663
485	0.2378921416
486	0.2378604911
487	0.2378476915
488	0.237824652
489	0.2377919008
490	0.2377471787
491	0.2377190699
492	0.2376833649
493	0.2376470809
494	0.2376201291
495	0.2375816141
496	0.2375501446
497	0.2375129047
498	0.2374799349
499	0.2374513161
500	0.237400388
501	0.2373784956
502	0.237345896
503	0.2373196425
504	0.2372801254
505	0.2372529612
506	0.2372229397
507	0.2371963782
508	0.2371753176
509	0.2371453799
510	0.2371173692
511	0.2370759917
512	0.2370399775
513	0.2370110938
514	0.2369599191
515	0.236930745
516	0.2369029572
517	0.2368674539
518	0.236830526
519	0.2367940787
520	0.2367574821
521	0.2367250228
522	0.2366888318
523	0.2366682973
524	0.2366342819
525	0.236610624
526	0.2365695027
527	0.2365236782
528	0.236498732
529	0.2364769446
530	0.2364463742
531	0.2364185288
532	0.2363799963
533	0.2363391391
534	0.2363083531
535	0.2362836873
536	0.2362660672
537	0.2362267714
538	0.2361999073
539	0.236170534
540	0.2361447654
541	0.2361088943
542	0.2360849816
543	0.2360515838
544	0.2360196591
545	0.2359770991
546	0.2359599379
547	0.235916572
548	0.2358724815
549	0.2358467662
550	0.2358083001
551	0.2357580086
552	0.2357304218
553	0.2356953461
554	0.2356637945
555	0.2356272892
556	0.2355855626
557	0.2355470935
558	0.235507756
559	0.2354749971
560	0.2354511842
561	0.2354034519
562	0.2353678541
563	0.2353350988
564	0.235292702
565	0.2352636531
566	0.23524893
567	0.2352156135
568	0.2351931561
569	0.2351728658
570	0.2351395504
571	0.2350962971
572	0.2350588258
573	0.2350187057
574	0.2349705753
575	0.2349361315
576	0.2349148756
577	0.2348823999
578	0.2348592194
579	0.2348345607
580	0.2348096899
581	0.234773019
582	0.2347448672
583	0.2347114625
584	0.2346821326
585	0.2346536988
586	0.2346039711
587	0.2345731365
588	0.234540393
589	0.2345074004
590	0.2344822758
591	0.2344559039
592	0.2344335664
593	0.2344107087
594	0.2343836674
595	0.2343349759
596	0.2343162446
597	0.2342780529
598	0.2342592837
599	0.2342208099
600	0.2341828171
601	0.2341470388
602	0.234107852
603	0.2340792737
604	0.2340631771
605	0.2340276881
606	0.2339903828
607	0.2339544044
608	0.2339252815
609	0.2339035291
610	0.2338588668
611	0.233822212
612	0.2337788886
613	0.2337683496
614	0.2337325707
615	0.2337016109
616	0.233672123
617	0.2336453077
618	0.2336161947
619	0.2335900278
620	0.2335633606
621	0.2335359002
622	0.2335069923
623	0.2334718419
624	0.2334304945
625	0.2333916026
626	0.2333622162
627	0.2333253784
628	0.2332792358
629	0.2332418791
630	0.2332211149
631	0.2331792498
632	0.23314757
633	0.2331121187
634	0.2330835505
635	0.2330455445
636	0.2330210775
637	0.2329981548
638	0.2329772938
639	0.2329596606
640	0.2329383483
641	0.2329164155
642	0.2328773927
643	0.2328537864
644	0.2328049324
645	0.2327734513
646	0.2327563037
647	0.2327330777
648	0.2326886095
649	0.2326478996
650	0.2326083717
651	0.2325698948
652	0.2325324538
653	0.2324971774
654	0.2324673971
655	0.2324371166
656	0.2324168061
657	0.232374373
658	0.2323403437
659	0.2323124669
660	0.2322680143
661	0.2322258862
662	0.2321972434
663	0.2321737611
664	0.2321448338
665	0.2321024873
666	0.2320744528
667	0.2320507442
668	0.2320315682
669	0.2320031347
670	0.2319770886
671	0.2319480149
672	0.2319299305
673	0.2319153987
674	0.2319010046
675	0.2318741343
676	0.2318399487
677	0.2318066428
678	0.2317757882
679	0.2317502272
680	0.2317290342
681	0.2316907739
682	0.2316503774
683	0.2316121718
684	0.2315850294
685	0.231552556
686	0.2315204353
687	0.2315073773
688	0.2314618869
689	0.2314318862
690	0.2314087186
691	0.2313840983
692	0.2313521893
693	0.2313318198
694	0.2313008486
695	0.2312631322
696	0.2312364145
697	0.2312212789
698	0.2311883174
699	0.231160025
700	0.2311286327
701	0.2310971133
702	0.2310687586
703	0.2310351873
704	0.2309992198
705	0.230966991
706	0.2309376492
707	0.2309106026
708	0.2308854127
709	0.2308611836
710	0.2308248594
711	0.2307881561
712	0.2307568481
713	0.2307283335
714	0.2306850464
715	0.230651702
716	0.2306140804
717	0.2305875054
718	0.2305714478
719	0.2305193716
720	0.2304865727
721	0.2304449464
722	0.2304281906
723	0.2304019937
724	0.2303801041
725	0.2303589978
726	0.2303285863
727	0.2303097152
728	0.2302836265
729	0.230243601
730	0.2302142433
731	0.2301751083
732	0.23014766
733	0.2301194016
734	0.2300899431
735	0.2300766037
736	0.230056493
737	0.2300400346
738	0.2300230937
739	0.2299960237
740	0.2299676241
741	0.2299306545
742	0.2298948633
743	0.2298736816
744	0.229841726
745	0.2297914441
746	0.2297538426
747	0.2297267246
748	0.2296863438
749	0.2296582157
750	0.2296134005
751	0.2295925977
752	0.2295696142
753	0.2295384647
754	0.2295060851
755	0.2294791684
756	0.2294480262
757	0.2294117172
758	0.2293787395
759	0.2293554922
760	0.2293299632
761	0.2293168674
762	0.2292842206
763	0.2292537329
764	0.2292372546
765	0.2292022349
766	0.2291675847
767	0.2291349121
768	0.2291058602
769	0.2290790802
770	0.2290707533
771	0.2290372836
772	0.2290090424
773	0.2289818759
774	0.2289392741
775	0.228913731
776	0.2288836959
777	0.2288692352
778	0.2288545123
779	0.2288224833
780	0.2287883402
781	0.2287667752
782	0.2287218015
783	0.2286982195
784	0.2286597489
785	0.2286325259
786	0.2285943723
787	0.228564522
788	0.228537058
789	0.2285021769
790	0.2284749528
791	0.2284526466
792	0.2284239762
793	0.2284085725
794	0.2283711516
795	0.2283346386
796	0.2283024661
797	0.2282565523
798	0.2282222194
799	0.2281877672
800	0.2281622176
801	0.2281471574
802	0.2281084647
803	0.2280729835
804	0.228050381
805	0.2280198036
806	0.2279928249
807	0.2279568581
808	0.2279406252
809	0.2279178154
810	0.2278971267
811	0.2278448354
812	0.2278080053
813	0.2277734117
814	0.2277298012
815	0.2277055977
816	0.2276640371
817	0.2276292691
818	0.2276092025
819	0.2275696272
820	0.2275530373
821	0.2275221773
822	0.22750819
823	0.2274834048
824	0.2274572673
825	0.2274240528
826	0.22740379
827	0.2273717248
828	0.2273319772
829	0.2273044594
830	0.2272741313
831	0.2272453383
832	0.2272375743
833	0.2272085177
834	0.2271801377
835	0.227169449
836	0.2271507254
837	0.2271328455
838	0.2271067715
839	0.2270651854
840	0.2270366332
841	0.2270154832
842	0.2269953504
843	0.2269647429
844	0.2269457935
845	0.2269131765
846	0.2268897377
847	0.2268576675
848	0.2268299886
849	0.2268018908
850	0.2267628129
851	0.2267320773
852	0.2266959942
853	0.2266787165
854	0.2266602544
855	0.2266342415
856	0.2266062848
857	0.22657729
858	0.226557505
859	0.2265159632
860	0.2264810628
861	0.2264532439
862	0.2264204957
863	0.226405301
864	0.2263803999
865	0.2263519481
866	0.2263101975
867	0.2262896348
868	0.2262583452
869	0.2262360537
870	0.2262084384
871	0.2261765103
872	0.2261653281
873	0.2261497754
874	0.2261238916
875	0.2261045657
876	0.2260911352
877	0.2260535393
878	0.2260266026
879	0.2259920296
880	0.2259743552
881	0.2259542958
882	0.2259418074
883	0.2259081675
884	0.2258845691
885	0.2258524211
886	0.2258327865
887	0.2258029498
888	0.2257805215
889	0.225747435
890	0.2257268059
891	0.2257017599
892	0.2256724112
893	0.225640391
894	0.2256169406
895	0.2255962041
896	0.2255758062
897	0.2255502796
898	0.2255234197
899	0.2255083284
900	0.2254684904
901	0.2254595587
902	0.2254330842
903	0.2253980925
904	0.2253669049
905	0.225344184
906	0.2253192513
907	0.2252826381
908	0.2252615557
909	0.2252485572
910	0.2252339057
911	0.2251966992
912	0.2251828899
913	0.2251509994
914	0.2251385139
915	0.2251240067
916	0.2250962794
917	0.2250610955
918	0.225041572
919	0.224989612
920	0.2249575027
921	0.22493118
922	0.2248998357
923	0.2248765319
924	0.2248473623
925	0.2248249708
926	0.2248051839
927	0.2247716339
928	0.2247402916
929	0.2247080565
930	0.2246727849
931	0.2246578414
932	0.2246392481
933	0.2246077102
934	0.2245862075
935	0.2245597487
936	0.224519706
937	0.2244849578
938	0.2244608974
939	0.2244506686
940	0.224432825
941	0.2244133333
942	0.2243735986
943	0.2243329212
944	0.2243243959
945	0.2242939205
946	0.2242683839
947	0.2242462606
948	0.2242122272
949	0.2241873914
950	0.2241449624
951	0.2241177617
952	0.2240829213
953	0.2240668744
954	0.2240423615
955	0.224014197
956	0.2239853713
957	0.2239645137
958	0.2239384796
959	0.2239173121
960	0.223885909
961	0.2238554808
962	0.2238170642
963	0.2237928116
964	0.2237583724
965	0.2237153497
966	0.2236881267
967	0.2236595407
968	0.2236360759
969	0.2235953486
970	0.2235742608
971	0.2235471093
972	0.2235275593
973	0.223490511
974	0.2234657118
975	0.2234212872
976	0.223397297
977	0.2233685424
978	0.2233289668
979	0.2233024748
980	0.2232715054
981	0.2232507878
982	0.2232388256
983	0.22321641
984	0.2231965749
985	0.223180479
986	0.2231433865
987	0.2231125913
988	0.223085199
989	0.2230639983
990	0.2230437727
991	0.2230104261
992	0.2229924623
993	0.2229745327
994	0.2229391841
995	0.222910234
996	0.2228772731
997	0.2228607669
998	0.222838431
999	0.2228190493
